date,queries_finished,avg_queries_per_second,queries_per_second
2017-01-20T02:53:57-08:00,0,0.000000,0.000000
2017-01-20T02:54:02-08:00,331,66.196346,66.196349
2017-01-20T02:54:07-08:00,646,64.597918,62.999416
2017-01-20T02:54:12-08:00,986,65.731789,67.999591
2017-01-20T02:54:17-08:00,1348,67.399089,72.401187
2017-01-20T02:54:22-08:00,1667,66.679004,63.798687
2017-01-20T02:54:27-08:00,2054,68.465848,77.400226
2017-01-20T02:54:32-08:00,2362,67.484657,61.597665
2017-01-20T02:54:37-08:00,2671,66.774517,61.803204
2017-01-20T02:54:42-08:00,3016,67.021733,68.999451
2017-01-20T02:54:47-08:00,3370,67.399379,70.798137
2017-01-20T02:54:52-08:00,3675,66.817625,61.000022
2017-01-20T02:54:57-08:00,4022,67.033149,69.404076
2017-01-20T02:54:57-08:00,4023,67.039530,108.630639
