date,queries_finished,avg_queries_per_second,queries_per_second
2016-06-08T03:28:43-07:00,0,0.000000,0.000000
2016-06-08T03:28:48-07:00,25,4.999535,4.999535
2016-06-08T03:28:53-07:00,52,5.199841,5.400172
2016-06-08T03:28:58-07:00,78,5.199891,5.199991
2016-06-08T03:29:03-07:00,105,5.249913,5.399983
2016-06-08T03:29:08-07:00,130,5.199929,4.999992
2016-06-08T03:29:13-07:00,157,5.233273,5.399993
2016-06-08T03:29:18-07:00,182,5.199950,5.000010
2016-06-08T03:29:23-07:00,209,5.224956,5.399998
2016-06-08T03:29:28-07:00,235,5.222186,5.200028
2016-06-08T03:29:33-07:00,261,5.219965,5.199976
2016-06-08T03:29:38-07:00,287,5.218150,5.199999
2016-06-08T03:29:43-07:00,313,5.216646,5.200101
2016-06-08T03:29:43-07:00,314,5.226629,13.032907
