date,queries_finished,avg_queries_per_second,queries_per_second
2016-11-03T03:08:11-07:00,0,0.000000,0.000000
2016-11-03T03:08:16-07:00,531,106.192883,106.192888
2016-11-03T03:08:21-07:00,1176,117.595451,128.998665
2016-11-03T03:08:26-07:00,1979,131.930155,160.600817
2016-11-03T03:08:31-07:00,2572,128.597638,118.599858
2016-11-03T03:08:36-07:00,3197,127.878134,125.000062
2016-11-03T03:08:41-07:00,3815,127.165047,123.599575
2016-11-03T03:08:46-07:00,4333,123.798541,103.599368
2016-11-03T03:08:51-07:00,4856,121.398711,104.599748
2016-11-03T03:08:56-07:00,5377,119.487879,104.200921
2016-11-03T03:09:01-07:00,6006,120.119077,125.799907
2016-11-03T03:09:06-07:00,6659,121.071938,130.600663
2016-11-03T03:09:11-07:00,7225,120.416108,113.201817
2016-11-03T03:09:11-07:00,7226,120.413822,105.890475
