date,queries_finished,avg_queries_per_second,queries_per_second
2016-06-08T03:56:11-07:00,0,0.000000,0.000000
2016-06-08T03:56:16-07:00,12733,2546.451617,2546.451722
2016-06-08T03:56:21-07:00,25513,2551.222278,2555.993205
2016-06-08T03:56:26-07:00,38329,2555.208592,2563.181404
2016-06-08T03:56:31-07:00,51132,2556.552185,2560.583028
2016-06-08T03:56:36-07:00,63920,2556.768167,2557.632125
2016-06-08T03:56:41-07:00,76690,2556.304859,2553.988298
2016-06-08T03:56:46-07:00,89474,2556.374286,2556.790849
2016-06-08T03:56:51-07:00,102262,2556.520966,2557.547716
2016-06-08T03:56:56-07:00,115026,2556.115086,2552.867926
2016-06-08T03:57:01-07:00,127778,2555.543999,2550.404175
2016-06-08T03:57:06-07:00,140543,2555.312142,2552.993563
2016-06-08T03:57:11-07:00,153320,2555.314038,2555.334885
2016-06-08T03:57:11-07:00,153321,2555.321571,4662.982910
