date,queries_finished,avg_queries_per_second,queries_per_second
2017-01-21T03:32:22-08:00,0,0.000000,0.000000
2017-01-21T03:32:27-08:00,29,5.799471,5.799471
2017-01-21T03:32:32-08:00,58,5.799757,5.800042
2017-01-21T03:32:37-08:00,87,5.799858,5.800061
2017-01-21T03:32:42-08:00,115,5.749905,5.600042
2017-01-21T03:32:47-08:00,145,5.799929,6.000031
2017-01-21T03:32:52-08:00,174,5.799939,5.799986
2017-01-21T03:32:57-08:00,202,5.771387,5.600073
2017-01-21T03:33:02-08:00,232,5.799956,5.999936
2017-01-21T03:33:07-08:00,262,5.822180,5.999973
2017-01-21T03:33:12-08:00,291,5.819968,5.800063
2017-01-21T03:33:17-08:00,320,5.818146,5.799928
2017-01-21T03:33:22-08:00,348,5.799977,5.600108
2017-01-21T03:33:22-08:00,349,5.812984,26.473134
