date,queries_finished,avg_queries_per_second,queries_per_second
2016-06-06T20:33:05-07:00,0,0.000000,0.000000
2016-06-06T20:33:10-07:00,3238,647.562970,647.562999
2016-06-06T20:33:15-07:00,6487,648.679506,649.796100
2016-06-06T20:33:20-07:00,9739,649.253236,650.400734
2016-06-06T20:33:25-07:00,12992,649.589888,650.599865
2016-06-06T20:33:30-07:00,16245,649.791703,650.598973
2016-06-06T20:33:35-07:00,19491,649.693128,649.200248
2016-06-06T20:33:40-07:00,22725,649.279673,646.798923
2016-06-06T20:33:45-07:00,25975,649.369811,650.000785
2016-06-06T20:33:50-07:00,29218,649.284433,648.601403
2016-06-06T20:33:55-07:00,32466,649.316514,649.605244
2016-06-06T20:34:00-07:00,35720,649.450930,650.795081
2016-06-06T20:34:05-07:00,38961,649.347491,648.209640
2016-06-06T20:34:05-07:00,38962,649.343349,520.101128
