date,docs_indexed,plaintext_bytes_indexed,avg_mb_per_second,mb_per_second
2016-05-02T02:25:14-07:00,0,0,0.000000,0.000000
2016-05-02T02:25:15-07:00,12000,12199594,12.187030,12.187032
2016-05-02T02:25:16-07:00,22000,22292285,11.132109,10.077672
2016-05-02T02:25:17-07:00,61000,61798224,20.597129,39.592623
2016-05-02T02:25:18-07:00,85000,86142022,21.510772,24.240357
2016-05-02T02:25:19-07:00,102000,103379135,20.674451,17.310968
2016-05-02T02:25:20-07:00,102000,103379135,17.228644,0.000000
2016-05-02T02:25:21-07:00,115000,116564914,16.650441,13.181978
2016-05-02T02:25:22-07:00,173000,175426922,21.908799,58.485688
2016-05-02T02:25:22-07:00,200000,202846298,23.998009,61.549393
2016-05-02T02:25:23-07:00,200000,202846298,22.537509,0.000000
2016-05-02T02:25:24-07:00,200000,202846298,20.283761,0.000000
2016-05-02T02:25:25-07:00,200000,202846298,18.439886,0.000000
