date,queries_finished,avg_queries_per_second,queries_per_second
2016-06-08T04:09:53-07:00,0,0.000000,0.000000
2016-06-08T04:09:58-07:00,1760,351.981050,351.981068
2016-06-08T04:10:03-07:00,3517,351.689682,351.398300
2016-06-08T04:10:08-07:00,5229,348.592363,342.397587
2016-06-08T04:10:13-07:00,6942,347.094432,342.600533
2016-06-08T04:10:18-07:00,8703,348.115393,352.199297
2016-06-08T04:10:23-07:00,10486,349.529503,356.600151
2016-06-08T04:10:28-07:00,12270,350.568154,356.800127
2016-06-08T04:10:33-07:00,14055,351.372391,357.002139
2016-06-08T04:10:38-07:00,15857,352.375156,360.397274
2016-06-08T04:10:43-07:00,17657,353.138095,360.004686
2016-06-08T04:10:48-07:00,19469,353.979645,362.395077
2016-06-08T04:10:53-07:00,21282,354.698550,362.606701
2016-06-08T04:10:53-07:00,21283,354.708393,866.319157
