date,queries_finished,avg_queries_per_second,queries_per_second
2016-06-07T02:42:00-07:00,0,0.000000,0.000000
2016-06-07T02:42:05-07:00,91,18.199201,18.199202
2016-06-07T02:42:10-07:00,181,18.099599,17.999994
2016-06-07T02:42:15-07:00,273,18.199721,18.399967
2016-06-07T02:42:20-07:00,365,18.249816,18.400105
2016-06-07T02:42:25-07:00,456,18.239852,18.199995
2016-06-07T02:42:30-07:00,547,18.233214,18.200023
2016-06-07T02:42:35-07:00,638,18.228447,18.199845
2016-06-07T02:42:40-07:00,730,18.249895,18.400032
2016-06-07T02:42:45-07:00,821,18.244347,18.199963
2016-06-07T02:42:50-07:00,912,18.239923,18.200107
2016-06-07T02:42:55-07:00,1003,18.236300,18.200069
2016-06-07T02:43:00-07:00,1094,18.233292,18.200208
2016-06-07T02:43:00-07:00,1095,18.245827,73.590909
