date,queries_finished,avg_queries_per_second,queries_per_second
2017-04-22T02:29:49-07:00,0,0.000000,0.000000
2017-04-22T02:29:54-07:00,618,123.591417,123.591424
2017-04-22T02:29:59-07:00,1330,132.994477,142.398062
2017-04-22T02:30:04-07:00,2068,137.860596,147.592760
2017-04-22T02:30:09-07:00,2800,139.997596,146.409288
2017-04-22T02:30:14-07:00,3501,140.037368,140.196454
2017-04-22T02:30:19-07:00,4088,136.264589,117.400289
2017-04-22T02:30:24-07:00,4822,137.769128,146.796273
2017-04-22T02:30:29-07:00,5522,138.048799,140.006619
2017-04-22T02:30:34-07:00,6257,139.043130,146.997724
2017-04-22T02:30:39-07:00,7015,140.298686,151.598706
2017-04-22T02:30:44-07:00,7746,140.835021,146.198358
2017-04-22T02:30:49-07:00,8469,141.149428,144.608130
2017-04-22T02:30:49-07:00,8470,141.164121,1192.284489
