date,queries_finished,avg_queries_per_second,queries_per_second
2016-09-01T00:37:42-07:00,0,0.000000,0.000000
2016-09-01T00:37:47-07:00,12,2.399854,2.399854
2016-09-01T00:37:52-07:00,26,2.599911,2.799979
2016-09-01T00:37:57-07:00,40,2.666614,2.800025
2016-09-01T00:38:02-07:00,54,2.699954,2.799977
2016-09-01T00:38:07-07:00,67,2.679962,2.599992
2016-09-01T00:38:12-07:00,82,2.733297,2.999972
2016-09-01T00:38:17-07:00,96,2.742828,2.800014
2016-09-01T00:38:22-07:00,110,2.749976,2.800019
2016-09-01T00:38:27-07:00,125,2.777756,2.999999
2016-09-01T00:38:32-07:00,139,2.779981,2.800001
2016-09-01T00:38:37-07:00,153,2.781801,2.800005
2016-09-01T00:38:42-07:00,168,2.799988,3.000040
2016-09-01T00:38:42-07:00,169,2.806856,4.774235
