date,queries_finished,avg_queries_per_second,queries_per_second
2016-06-07T03:28:42-07:00,0,0.000000,0.000000
2016-06-07T03:28:47-07:00,62,12.399185,12.399186
2016-06-07T03:28:52-07:00,126,12.599563,12.799954
2016-06-07T03:28:57-07:00,188,12.533040,12.399990
2016-06-07T03:29:02-07:00,250,12.499785,12.400017
2016-06-07T03:29:07-07:00,312,12.479810,12.399908
2016-06-07T03:29:12-07:00,376,12.533192,12.800109
2016-06-07T03:29:17-07:00,437,12.485586,12.199945
2016-06-07T03:29:22-07:00,501,12.524893,12.800049
2016-06-07T03:29:27-07:00,564,12.533251,12.600115
2016-06-07T03:29:32-07:00,627,12.539915,12.599891
2016-06-07T03:29:37-07:00,690,12.545380,12.600028
2016-06-07T03:29:42-07:00,752,12.533282,12.400199
2016-06-07T03:29:42-07:00,753,12.546406,59.029208
