date,queries_finished,avg_queries_per_second,queries_per_second
2016-06-08T11:11:03-07:00,0,0.000000,0.000000
2016-06-08T11:11:08-07:00,12,2.399855,2.399855
2016-06-08T11:11:13-07:00,25,2.499917,2.599984
2016-06-08T11:11:18-07:00,40,2.666607,2.999998
2016-06-08T11:11:23-07:00,53,2.649962,2.600025
2016-06-08T11:11:28-07:00,67,2.679967,2.799988
2016-06-08T11:11:33-07:00,82,2.733306,3.000003
2016-06-08T11:11:38-07:00,97,2.771407,3.000016
2016-06-08T11:11:43-07:00,112,2.799977,2.999968
2016-06-08T11:11:48-07:00,126,2.799978,2.799991
2016-06-08T11:11:53-07:00,141,2.819984,3.000036
2016-06-08T11:11:58-07:00,155,2.818165,2.799977
2016-06-08T11:12:03-07:00,168,2.799989,2.600043
2016-06-08T11:12:03-07:00,169,2.815638,46.124106
