date,queries_finished,avg_queries_per_second,queries_per_second
2016-10-02T03:21:11-07:00,0,0.000000,0.000000
2016-10-02T03:21:16-07:00,13,2.599858,2.599859
2016-10-02T03:21:21-07:00,29,2.899909,3.199974
2016-10-02T03:21:26-07:00,44,2.933273,3.000003
2016-10-02T03:21:31-07:00,60,2.999944,3.199958
2016-10-02T03:21:36-07:00,76,3.039958,3.200021
2016-10-02T03:21:41-07:00,91,3.033300,3.000008
2016-10-02T03:21:46-07:00,107,3.057114,3.199996
2016-10-02T03:21:51-07:00,123,3.074974,3.199997
2016-10-02T03:21:56-07:00,140,3.111091,3.400034
2016-10-02T03:22:01-07:00,156,3.119980,3.199980
2016-10-02T03:22:06-07:00,172,3.127255,3.200005
2016-10-02T03:22:11-07:00,187,3.116653,3.000032
2016-10-02T03:22:12-07:00,188,3.130587,19.091590
